ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin,"Insert Into  ReportData(ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin)"
976,Sales Data Detail,1,mERP_SP_ListSalesDataDetail,Click to view Sales Data Detail,975,307,1,1,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 976,'Sales Data Detail',1,'mERP_SP_ListSalesDataDetail','Click to view Sales Data Detail',975,307,1,1,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
977,EVAT,1,mERP_SP_ListEVATAbstract,Click to view EVAT,865,345,1,1,0,0,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 977,'EVAT',1,'mERP_SP_ListEVATAbstract','Click to view EVAT',865,345,1,1,0,0,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
983,Central Scheme Master,1,spr_list_CentralSchemeAbstract,Click to view Central Scheme Master,988,346,1,2,0,984,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 983,'Central Scheme Master',1,'spr_list_CentralSchemeAbstract','Click to view Central Scheme Master',988,346,1,2,0,984,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
984,Central Scheme Master - Detail,2,spr_list_CentralSchemedetail,,983,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 984,'Central Scheme Master - Detail',2,'spr_list_CentralSchemedetail','',983,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
985,CollectionStatement,1,spr_list_CollectionStatementReport_ITC,Click to view CollectionStatement Report,866,347,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 985,'CollectionStatement',1,'spr_list_CollectionStatementReport_ITC','Click to view CollectionStatement Report',866,347,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
986,Detailed Central Scheme Report,1,mERP_sp_CentralSchemes_Abstract_WD_ITC,,988,348,1,2,0,987,200,1,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 986,'Detailed Central Scheme Report',1,'mERP_sp_CentralSchemes_Abstract_WD_ITC','',988,348,1,2,0,987,200,1,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
987,Detailed Central Scheme Report - Detail,2,mERP_sp_CentralSchemes_Detail_WD_ITC,,986,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 987,'Detailed Central Scheme Report - Detail',2,'mERP_sp_CentralSchemes_Detail_WD_ITC','',986,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
988,Central Scheme Reports,0,,Click to view Central Scheme Reports,563,0,1,1,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 988,'Central Scheme Reports',0,'','Click to view Central Scheme Reports',563,0,1,1,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
989,PaymentModeWise Sales,1,spr_PaymentModeBasedCustomersales,Click to View PaymentModeWise Sales Report,151,77,1,2,0,0,3,0,0,0,252,0,,,0,1.44E+68,,,0,0,58,3,3,"SELECT 989,'PaymentModeWise Sales',1,'spr_PaymentModeBasedCustomersales','Click to View PaymentModeWise Sales Report',151,77,1,2,0,0,3,0,0,0,252,0,'','',0,'1.44001E+68','','',0,0,58,3,3 UNION ALL"
990,Merchandise Type Definition,1,mERP_spr_Merchandise_Type_Definition,Merchandise Type Definition,869,367,1,1,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 990,'Merchandise Type Definition',1,'mERP_spr_Merchandise_Type_Definition','Merchandise Type Definition',869,367,1,1,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
991,Supervisor Master,1,mERP_sp_GetSupervisorDetails,Click to view Supervisor Details,4,350,1,2,0,992,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 991,'Supervisor Master',1,'mERP_sp_GetSupervisorDetails','Click to view Supervisor Details',4,350,1,2,0,992,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
992,Supervisor Master -Detail,2,mERP_sp_GetSalesmanDetails,,991,0,1,2,0,0,200,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 992,'Supervisor Master -Detail',2,'mERP_sp_GetSalesmanDetails','',991,0,1,2,0,0,200,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
993,Bill Vs Sales,1,spr_BillVsSales,Click to View Bill Vs Sales Report,151,34,1,2,0,0,3,0,0,0,252,0,5,,0,,,,0,0,0,0,0,"SELECT 993,'Bill Vs Sales',1,'spr_BillVsSales','Click to View Bill Vs Sales Report',151,34,1,2,0,0,3,0,0,0,252,0,'5','',0,'','','',0,0,0,0,0 UNION ALL"
994,Outstanding Aging Report,1,Spr_AgeOfOutstanding,Click to view Outstanding Aging Report,151,420,1,2,0,0,200,0,0,0,170,0,,,0,,,,0,0,0,0,0,"SELECT 994,'Outstanding Aging Report',1,'Spr_AgeOfOutstanding','Click to view Outstanding Aging Report',151,420,1,2,0,0,200,0,0,0,170,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
995,Point Scheme Report,1,mERP_spr_PointSchemeRpt_ITC,Click to view Customer Line Sales Analysis Report,988,352,1,2,0,996,200,0,5,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 995,'Point Scheme Report',1,'mERP_spr_PointSchemeRpt_ITC','Click to view Customer Line Sales Analysis Report',988,352,1,2,0,996,200,0,5,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
996,Point Scheme Report Detail,2,mERP_spr_PointSchemeDetailRpt_ITC,Click to view Customer Line Sales Analysis Report,995,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 996,'Point Scheme Report Detail',2,'mERP_spr_PointSchemeDetailRpt_ITC','Click to view Customer Line Sales Analysis Report',995,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
997,Channel Wise Sales,1,spr_ChannelwiseSales,Click to view Channel Wise Sales,864,353,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 997,'Channel Wise Sales',1,'spr_ChannelwiseSales','Click to view Channel Wise Sales',864,353,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
998,Vanloading Report,1,spr_Vanloading,Click to View Vanloading Report,151,559,1,2,0,0,3,0,0,1,120,0,0;1;5,,1,1.44E+33,,,0,0,125,0,0,"SELECT 998,'Vanloading Report',1,'spr_Vanloading','Click to View Vanloading Report',151,559,1,2,0,0,3,0,0,1,120,0,'0;1;5','',1,'1.44001E+33','','',0,0,125,0,0 UNION ALL"
999,ProductWiseSummary,1,spr_ProductWiseSummary,Click to View ProductWiseSummary Report,151,88,1,2,0,0,3,0,2,0,250,0,,,0,,,,0,0,0,0,0,"SELECT 999,'ProductWiseSummary',1,'spr_ProductWiseSummary','Click to View ProductWiseSummary Report',151,88,1,2,0,0,3,0,2,0,250,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1000,Van Wise Sales,1,spr_VanwiseSalesReport,Click To View Van Wise Sales Report,151,77,1,2,0,0,3,0,0,0,136,0,2,,0,9.30E+127,,,0,0,58,3,3,"SELECT 1000,'Van Wise Sales',1,'spr_VanwiseSalesReport','Click To View Van Wise Sales Report',151,77,1,2,0,0,3,0,0,0,136,0,'2','',0,'9.3001E+127','','',0,0,58,3,3 UNION ALL"
1004,Customer Facing Time Summary Report,1,mERP_spr_CustomerFacingTimeSummaryRpt_ITC,Click to view Customer Facing Time Summary Report,630,359,1,2,0,0,200,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 1004,'Customer Facing Time Summary Report',1,'mERP_spr_CustomerFacingTimeSummaryRpt_ITC','Click to view Customer Facing Time Summary Report',630,359,1,2,0,0,200,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1005,Slab wise Sales,1,mERP_spr_SlabwiseSalesRpt_ITC,Click to view Slab wise Sales Report,864,360,1,2,0,1006,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 1005,'Slab wise Sales',1,'mERP_spr_SlabwiseSalesRpt_ITC','Click to view Slab wise Sales Report',864,360,1,2,0,1006,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1006,Slab wise Sales Detail,2,mERP_spr_SlabwiseSalesDetailRpt_ITC,,1005,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 1006,'Slab wise Sales Detail',2,'mERP_spr_SlabwiseSalesDetailRpt_ITC','',1005,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1007,CustomerMaster,1,MERP_SPR_CustomerMaster_ITC,Click to view CustomerMaster,449,0,1,1,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1007,'CustomerMaster',1,'MERP_SPR_CustomerMaster_ITC','Click to view CustomerMaster',449,0,1,1,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1008,TMD - Category Handler,1,MERP_SPR_TMDCategoryHandler_ITC,Click to view Category Handler,630,361,1,1,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1008,'TMD - Category Handler',1,'MERP_SPR_TMDCategoryHandler_ITC','Click to view Category Handler',630,361,1,1,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1022,Sync Error,1,merp_spr_syncerror,Click to view Sync Error Report,869,368,1,2,0,0,0,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 1022,'Sync Error',1,'merp_spr_syncerror','Click to view Sync Error Report',869,368,1,2,0,0,0,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1031,Audit Log Report,1,mERP_spr_AuditLog,Click to view Audit Log Report,630,307,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 1031,'Audit Log Report',1,'mERP_spr_AuditLog','Click to view Audit Log Report',630,307,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1032,Display Scheme,1,mERP_spr_DisplaySchemeRpt,Click to view RFA Report,1040,373,1,2,0,1033,200,0,1,5,118,0,,,0,,,,0,0,80,3,3,"SELECT 1032,'Display Scheme',1,'mERP_spr_DisplaySchemeRpt','Click to view RFA Report',1040,373,1,2,0,1033,200,0,1,5,118,0,'','',0,'','','',0,0,80,3,3 UNION ALL"
1033,Display Scheme Detail,1,mERP_spr_DisplaySchemeDetailRpt,,1032,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1033,'Display Scheme Detail',1,'mERP_spr_DisplaySchemeDetailRpt','',1032,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1034,Gift Voucher Tracker Report,1,merp_spr_giftvoucher_abstract,Click to view Gift Voucher Tracker Report,988,374,1,2,0,1035,200,0,4,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1034,'Gift Voucher Tracker Report',1,'merp_spr_giftvoucher_abstract','Click to view Gift Voucher Tracker Report',988,374,1,2,0,1035,200,0,4,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1035,Gift Voucher Tracker Report,1,merp_spr_giftvoucher_detail,Gift Voucher Tracker Detail Report,1035,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1035,'Gift Voucher Tracker Report',1,'merp_spr_giftvoucher_detail','Gift Voucher Tracker Detail Report',1035,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1036,Trade Scheme Report,1,mERP_spr_TradeScheme_Abstract,Click To View Trade Scheme Report,1040,376,1,2,0,1037,200,0,1,5,118,0,,,0,,,,0,0,80,3,3,"SELECT 1036,'Trade Scheme Report',1,'mERP_spr_TradeScheme_Abstract','Click To View Trade Scheme Report',1040,376,1,2,0,1037,200,0,1,5,118,0,'','',0,'','','',0,0,80,3,3 UNION ALL"
1037,Trade Scheme Detail,0,mERP_spr_TradeScheme_Detail,,1036,376,2,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1037,'Trade Scheme Detail',0,'mERP_spr_TradeScheme_Detail','',1036,376,2,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1038,Point Scheme Report,1,mERP_spr_RFAReport_Points,Click to view RFA Report,1040,375,1,2,0,1039,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1038,'Point Scheme Report',1,'mERP_spr_RFAReport_Points','Click to view RFA Report',1040,375,1,2,0,1039,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1039,RFA Report Detail,1,mERP_spr_RFAReportDetail_Points,,1038,375,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1039,'RFA Report Detail',1,'mERP_spr_RFAReportDetail_Points','',1038,375,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1040,RFA Report,0,,Click To View RFA Report,988,0,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1040,'RFA Report',0,'','Click To View RFA Report',988,0,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1081,DS Training Details,1,mERP_spr_DSTraining_Abstract,DS Training Details,630,396,1,1,0,1082,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1081,'DS Training Details',1,'mERP_spr_DSTraining_Abstract','DS Training Details',630,396,1,1,0,1082,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1082,DS Training Details,2,mERP_spr_DSTraining_Detail,DS Training Details,1081,0,1,1,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1082,'DS Training Details',2,'mERP_spr_DSTraining_Detail','DS Training Details',1081,0,1,1,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1089,Stock Control Report,1,mERP_spr_StockControlRpt_ITC,Click to view Stock Control Report,630,637,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1089,'Stock Control Report',1,'mERP_spr_StockControlRpt_ITC','Click to view Stock Control Report',630,637,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1092,VAT Disallowed Report,1,spr_Vat_Disallowed_Report,Click To View VAT Disallowed Report,630,401,1,1,0,0,200,1,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1092,'VAT Disallowed Report',1,'spr_Vat_Disallowed_Report','Click To View VAT Disallowed Report',630,401,1,1,0,0,200,1,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1109,Open Scheme Credit Note,1,mERP_spr_OpenSchemeCreditNoteRpt_ITC,Click to view Open Scheme Credit Note,630,402,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1109,'Open Scheme Credit Note',1,'mERP_spr_OpenSchemeCreditNoteRpt_ITC','Click to view Open Scheme Credit Note',630,402,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1115,Edit Product Margin Report,1,mERP_spr_MarginLog,Click to view MarginLog Report,630,1,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1115,'Edit Product Margin Report',1,'mERP_spr_MarginLog','Click to view MarginLog Report',630,1,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1117,Performance Report,1,mERP_spr_DSPerformance,Click to view Performance Report,630,404,1,2,0,1232,200,0,0,0,0,0,,,1,1.44E+98,,,0,0,0,0,0,"SELECT 1117,'Performance Report',1,'mERP_spr_DSPerformance','Click to view Performance Report',630,404,1,2,0,1232,200,0,0,0,0,0,'','',1,'1.44001E+98','','',0,0,0,0,0 UNION ALL"
1119,Projected Liability Report,1,mERP_spr_LiabilityReport,Click to view Liability Report,630,361,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1119,'Projected Liability Report',1,'mERP_spr_LiabilityReport','Click to view Liability Report',630,361,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1124,Document Exchange Tracker,1,mERP_spr_DocExcTracker,Document Exchange Tracker,563,1,1,1,0,0,200,0,1,0,0,0,,,0,9.60E+37,,,0,0,0,0,0,"SELECT 1124,'Document Exchange Tracker',1,'mERP_spr_DocExcTracker','Document Exchange Tracker',563,1,1,1,0,0,200,0,1,0,0,0,'','',0,'9.60011E+37','','',0,0,0,0,0 UNION ALL"
1125,SR with ref RFA Reversal report-Det,1,spr_SalesReturnWithRFAReversal_Rpt,Click To View SR with ref RFA Reversal report-Det,864,500,1,2,0,1126,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1125,'SR with ref RFA Reversal report-Det',1,'spr_SalesReturnWithRFAReversal_Rpt','Click To View SR with ref RFA Reversal report-Det',864,500,1,2,0,1126,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1126,SR with ref RFA Reversal report-Det Detail,2,spr_SalesReturnWithRFAReversal_Rpt_Detail,Click To View SR with ref RFA Reversal report-Det,1125,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1126,'SR with ref RFA Reversal report-Det Detail',2,'spr_SalesReturnWithRFAReversal_Rpt_Detail','Click To View SR with ref RFA Reversal report-Det',1125,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1127,SR with ref RFA Reversal report ,1,spr_SalesReturnWithRFAReversal_Rpt,Click To View SR with ref RFA Reversal report,630,500,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1127,'SR with ref RFA Reversal report ',1,'spr_SalesReturnWithRFAReversal_Rpt','Click To View SR with ref RFA Reversal report',630,500,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1144,Survey Details Report,1,Spr_SurveyReport,Click to view Survey Details Report,630,507,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 1144,'Survey Details Report',1,'Spr_SurveyReport','Click to view Survey Details Report',630,507,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1150,Customerwise Productivity Analysis,1,mERP_spr_CustomerwiseProductivity_Upload,Customerwise Productivity Report for Upload,864,330,1,2,0,0,200,1,0,0,0,3,,SubTotal:;GrandTotal:,1,,,,0,0,0,0,0,"SELECT 1150,'Customerwise Productivity Analysis',1,'mERP_spr_CustomerwiseProductivity_Upload','Customerwise Productivity Report for Upload',864,330,1,2,0,0,200,1,0,0,0,3,'','SubTotal:;GrandTotal:',1,'','','',0,0,0,0,0 UNION ALL"
1151,Non Claimable Point Scheme Report,1,mERP_Spr_PointSchNonClaimAbs,Click to view Non Claimable Point Scheme Report,630,500,1,2,0,1152,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1151,'Non Claimable Point Scheme Report',1,'mERP_Spr_PointSchNonClaimAbs','Click to view Non Claimable Point Scheme Report',630,500,1,2,0,1152,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1152,Non Claimable Point Scheme Report,1,mERP_Spr_PointSchNonClaimDetail,Non Claimable Point Scheme Detail,1151,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1152,'Non Claimable Point Scheme Report',1,'mERP_Spr_PointSchNonClaimDetail','Non Claimable Point Scheme Detail',1151,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1160,TMD - Daily SPM,1,spr_TMD_Daily_SPM_OCG,Click to view TMD Daily SPM Report,630,88,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1160,'TMD - Daily SPM',1,'spr_TMD_Daily_SPM_OCG','Click to view TMD Daily SPM Report',630,88,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1161,PM Target Tracking,1,mERP_spr_PMTargetTracker,Click to view PM Target Tracking Report,630,513,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1161,'PM Target Tracking',1,'mERP_spr_PMTargetTracker','Click to view PM Target Tracking Report',630,513,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1166,Non RFA Scheme Expense Report,1,mERP_spr_Non_RFA_Scheme_Expense_Report,Click to view Non RFA Scheme Expense Report,630,611,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1166,'Non RFA Scheme Expense Report',1,'mERP_spr_Non_RFA_Scheme_Expense_Report','Click to view Non RFA Scheme Expense Report',630,611,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1181,TL Points Report,1,mERP_spr_TLPointsAbstract,Click to view TL Points Report,563,521,1,2,0,1182,200,0,0,3,130,0,,,0,,,,0,0,75,0,0,"SELECT 1181,'TL Points Report',1,'mERP_spr_TLPointsAbstract','Click to view TL Points Report',563,521,1,2,0,1182,200,0,0,3,130,0,'','',0,'','','',0,0,75,0,0 UNION ALL"
1182,TL Points Report - Detail,2,mERP_spr_TLPointsDetail,,1181,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1182,'TL Points Report - Detail',2,'mERP_spr_TLPointsDetail','',1181,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1183,DS Points Report,1,mERP_SP_rpt_DSPointsreport_Abstract,Click to view DS Points Report,563,522,1,2,0,1184,200,0,1,1,130,0,,,0,,,,0,0,75,0,0,"SELECT 1183,'DS Points Report',1,'mERP_SP_rpt_DSPointsreport_Abstract','Click to view DS Points Report',563,522,1,2,0,1184,200,0,1,1,130,0,'','',0,'','','',0,0,75,0,0 UNION ALL"
1184,DS Points Report,1,mERP_SP_rpt_DSPointsreport_Detail,Click to view  DS Points Report,1183,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1184,'DS Points Report',1,'mERP_SP_rpt_DSPointsreport_Detail','Click to view  DS Points Report',1183,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1193,Customer wise Target Vs Achievement Summary,1,spr_Customerwise_TargetVsAchievement,Click to view Customerwise Target/Achievement,868,515,1,2,0,0,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1193,'Customer wise Target Vs Achievement Summary',1,'spr_Customerwise_TargetVsAchievement','Click to view Customerwise Target/Achievement',868,515,1,2,0,0,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1218,Stock Value Report,1,Spr_StockValueReportAbstract,,151,542,1,1,0,1219,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1218,'Stock Value Report',1,'Spr_StockValueReportAbstract','',151,542,1,1,0,1219,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1219,Stock Value Report Detail,2,Spr_StockValueReportDetail,,1218,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1219,'Stock Value Report Detail',2,'Spr_StockValueReportDetail','',1218,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1220,Trade Discount Report,1,mERP_sp_TradeScheme_Abstract_WD_ITC,,864,543,1,2,0,1221,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1220,'Trade Discount Report',1,'mERP_sp_TradeScheme_Abstract_WD_ITC','',864,543,1,2,0,1221,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1221,Trade Discount Report - Detail,2,mERP_sp_TradeScheme_Detail_WD_ITC,,1220,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1221,'Trade Discount Report - Detail',2,'mERP_sp_TradeScheme_Detail_WD_ITC','',1220,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1222,Quotation Sales,1,Spr_QuotationSales_Abstract,Click to view Quotation Sales Report,864,544,1,2,0,1223,200,0,4,0,170,0,,,0,,,,0,0,0,0,0,"SELECT 1222,'Quotation Sales',1,'Spr_QuotationSales_Abstract','Click to view Quotation Sales Report',864,544,1,2,0,1223,200,0,4,0,170,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1223,Quotation Sales,2,Spr_QuotationSales_Detail,,864,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 1223,'Quotation Sales',2,'Spr_QuotationSales_Detail','',864,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1226,Failed Visit Report,1,mERP_SP_Rpt_FailedVisitReport,Click to view Failed Visit Report,630,545,1,2,0,0,200,0,2,0,170,0,,,0,,,,0,0,0,0,0,"SELECT 1226,'Failed Visit Report',1,'mERP_SP_Rpt_FailedVisitReport','Click to view Failed Visit Report',630,545,1,2,0,0,200,0,2,0,170,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1232,Performance Report,2,Sp_GetPMCategoryList,,1117,0,1,2,0,0,3,1,0,0,136,0,4,,0,,,,0,0,0,0,0,"SELECT 1232,'Performance Report',2,'Sp_GetPMCategoryList','',1117,0,1,2,0,0,3,1,0,0,136,0,'4','',0,'','','',0,0,0,0,0 UNION ALL"
1237,Trace Route Report,1,spr_Trace_Route_Report,Click To View Trace Route Report,630,307,1,1,0,0,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1237,'Trace Route Report',1,'spr_Trace_Route_Report','Click To View Trace Route Report',630,307,1,1,0,0,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1246,Daily Order Report,1,mERP_spr_DailyOrderReport,Click to view Daily Order Report,630,555,1,1,0,0,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 1246,'Daily Order Report',1,'mERP_spr_DailyOrderReport','Click to view Daily Order Report',630,555,1,1,0,0,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
1258,Targets for GGRR,1,mERP_spr_TargetsforGGDRAbstract,Click to view Targets for GGDR Report,563,561,1,2,0,1259,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 1258,'Targets for GGRR',1,'mERP_spr_TargetsforGGDRAbstract','Click to view Targets for GGDR Report',563,561,1,2,0,1259,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
